"Worksheet exported from: C:\Users\5110 ICP-OES\Documents\Agilent\ICP Expert\My Results\Background_CRM_JAC.esws"
""
"Label","Type","Date Time","Element","Element Label","Flags","Unadjusted Data","Concentration","Unit","Intensity","Concentration SD","Concentration %RSD","Intensity SD","Intensity %RSD","Weight","Volume","Dilution","Internal Standard","Replicates","Concentration Replicate 1","Concentration Replicate 2","Concentration Replicate 3","Concentration Replicate 4","Concentration Replicate 5","Concentration Replicate 6","Intensity Replicate 1","Intensity Replicate 2","Intensity Replicate 3","Intensity Replicate 4","Intensity Replicate 5","Intensity Replicate 6","Flags Replicate 1","Flags Replicate 2","Flags Replicate 3","Flags Replicate 4","Flags Replicate 5","Flags Replicate 6"
"D_blk_3","Sample","8/9/2018 5:18:25 PM","C 247.856","C","","Uncal","Uncal","ppm","2266.58","-","-","26.62","1.17","1","1","1","-","6","Uncal","Uncal","Uncal","Uncal","Uncal","Uncal","2290.26","2250.49","2260.32","2231.70","2262.07","2304.64","Uncal","Uncal","Uncal","Uncal","Uncal","Uncal"
"D_blk_3","Sample","8/9/2018 5:18:25 PM","Cd 214.439","Cd","u","0.00","0.00","ppm","32.83","0.13","147.19","6.01","18.31","1","1","1","-","6","0.00","0.00","0.00","0.00","0.00","0.00","26.47","25.36","34.97","32.81","36.35","41.04","u","u","","","",""
"D_blk_3","Sample","8/9/2018 5:18:25 PM","Co 238.892","Co","u","0.00","0.00","ppm","16.96","0.44","83.71","8.53","50.28","1","1","1","-","6","0.00","0.00","0.00","0.00","0.00","0.00","19.53","5.88","18.96","25.93","24.29","7.16","","u","","","",""
"D_blk_3","Sample","8/9/2018 5:18:25 PM","Cr 267.716","Cr","","0.00","0.00","ppm","42.06","0.48","82.23","17.42","41.41","1","1","1","-","6","0.00","0.00","0.00","0.00","0.00","0.00","48.80","24.92","46.29","22.58","69.91","39.86","","","","","",""
"D_blk_3","Sample","8/9/2018 5:18:25 PM","H 434.047","H","","Uncal","Uncal","ppm","13131.75","-","-","222.80","1.70","1","1","1","-","6","Uncal","Uncal","Uncal","Uncal","Uncal","Uncal","13084.21","13518.83","12842.90","13044.16","13196.65","13103.76","Uncal","Uncal","Uncal","Uncal","Uncal","Uncal"
"D_blk_3","Sample","8/9/2018 5:18:25 PM","H 486.133","H","","Uncal","Uncal","ppm","169577.63","-","-","1121.63","0.66","1","1","1","-","6","Uncal","Uncal","Uncal","Uncal","Uncal","Uncal","171131.40","168414.74","169847.75","168244.79","169439.89","170387.19","Uncal","Uncal","Uncal","Uncal","Uncal","Uncal"
"D_blk_3","Sample","8/9/2018 5:18:25 PM","N 174.213","N","","Uncal","Uncal","ppm","65972.79","-","-","549.49","0.83","1","1","1","-","6","Uncal","Uncal","Uncal","Uncal","Uncal","Uncal","65297.53","65666.32","66086.70","65627.95","66794.34","66363.88","Uncal","Uncal","Uncal","Uncal","Uncal","Uncal"
"D_blk_3","Sample","8/9/2018 5:18:25 PM","N 174.465","N","","Uncal","Uncal","ppm","19980.59","-","-","92.78","0.46","1","1","1","-","6","Uncal","Uncal","Uncal","Uncal","Uncal","Uncal","19971.76","19808.87","20008.64","19975.05","20050.32","20068.87","Uncal","Uncal","Uncal","Uncal","Uncal","Uncal"
"D_blk_3","Sample","8/9/2018 5:18:25 PM","O 436.824","O","","Uncal","Uncal","ppm","39137.80","-","-","172.68","0.44","1","1","1","-","6","Uncal","Uncal","Uncal","Uncal","Uncal","Uncal","39289.34","39200.29","39334.69","39028.13","39101.34","38873.03","Uncal","Uncal","Uncal","Uncal","Uncal","Uncal"
"D_blk_3","Sample","8/9/2018 5:18:25 PM","O 615.820","O","","Uncal","Uncal","ppm","218468.12","-","-","846.67","0.39","1","1","1","-","6","Uncal","Uncal","Uncal","Uncal","Uncal","Uncal","219920.56","218731.06","218594.97","218202.24","217875.36","217484.55","Uncal","Uncal","Uncal","Uncal","Uncal","Uncal"
"D_blk_3","Sample","8/9/2018 5:18:25 PM","Pb 220.353","Pb","","0.00","0.00","ppm","13.34","1.46","118.07","5.60","41.98","1","1","1","-","6","0.00","0.00","0.00","0.00","0.00","0.00","24.02","8.83","12.95","8.73","12.34","13.18","","","","","",""
"D_blk_3","Sample","8/9/2018 5:18:25 PM","Ta 337.649","Ta","","Uncal","Uncal","ppm","32.93","-","-","9.80","29.76","1","1","1","-","6","Uncal","Uncal","Uncal","Uncal","Uncal","Uncal","42.62","38.22","17.54","25.25","33.12","40.84","Uncal","Uncal","Uncal","Uncal","Uncal","Uncal"
"D_blk_3","Sample","8/9/2018 5:18:25 PM","Tb 308.958","Tb","","Uncal","Uncal","ppm","18311.02","-","-","41.98","0.23","1","1","1","-","6","Uncal","Uncal","Uncal","Uncal","Uncal","Uncal","18359.71","18271.50","18362.44","18297.57","18309.14","18265.72","Uncal","Uncal","Uncal","Uncal","Uncal","Uncal"
"D_blk_3","Sample","8/9/2018 5:18:25 PM","Y 360.074","Y","","Uncal","Uncal","ppm","82010.13","-","-","176.25","0.21","1","1","1","-","6","Uncal","Uncal","Uncal","Uncal","Uncal","Uncal","82095.25","81955.06","81806.05","81842.79","82273.35","82088.31","Uncal","Uncal","Uncal","Uncal","Uncal","Uncal"
"D_blk_3","Sample","8/9/2018 5:18:25 PM","Y 371.029","Y","","Uncal","Uncal","ppm","82412.83","-","-","173.44","0.21","1","1","1","-","6","Uncal","Uncal","Uncal","Uncal","Uncal","Uncal","82367.44","82454.69","82366.47","82181.46","82713.72","82393.22","Uncal","Uncal","Uncal","Uncal","Uncal","Uncal"
"D_blk_3","Sample","8/9/2018 5:18:25 PM","Y 377.433","Y","","Uncal","Uncal","ppm","182761.04","-","-","518.69","0.28","1","1","1","-","6","Uncal","Uncal","Uncal","Uncal","Uncal","Uncal","183113.04","182814.59","182360.45","182146.77","183563.18","182568.21","Uncal","Uncal","Uncal","Uncal","Uncal","Uncal"
"soil_dil5_1","Sample","8/9/2018 5:20:05 PM","Ar 420.067","Ar","","Uncal","Uncal","ppm","2198003.03","-","-","28548.98","1.30","1","1","1","-","6","Uncal","Uncal","Uncal","Uncal","Uncal","Uncal","2227691.74","2215336.30","2185767.59","2147632.84","2199272.83","2212316.85","Uncal","Uncal","Uncal","Uncal","Uncal","Uncal"
"soil_dil5_1","Sample","8/9/2018 5:20:05 PM","Ar 543.999","Ar","","Uncal","Uncal","ppm","51003.70","-","-","242.96","0.48","1","1","1","-","6","Uncal","Uncal","Uncal","Uncal","Uncal","Uncal","50916.88","51183.98","50667.96","50826.12","51107.07","51320.21","Uncal","Uncal","Uncal","Uncal","Uncal","Uncal"
"soil_dil5_1","Sample","8/9/2018 5:20:05 PM","Ar 641.631","Ar","","Uncal","Uncal","ppm","1109853.08","-","-","15088.11","1.36","1","1","1","-","6","Uncal","Uncal","Uncal","Uncal","Uncal","Uncal","1125245.81","1119953.26","1103911.74","1117475.41","1109241.03","1083291.24","Uncal","Uncal","Uncal","Uncal","Uncal","Uncal"
"soil_dil5_1","Sample","8/9/2018 5:20:05 PM","Ar 703.025","Ar","","Uncal","Uncal","ppm","2321686.42","-","-","10558.66","0.45","1","1","1","-","6","Uncal","Uncal","Uncal","Uncal","Uncal","Uncal","2319191.95","2318187.89","2321623.33","2305072.34","2334748.40","2331294.64","Uncal","Uncal","Uncal","Uncal","Uncal","Uncal"
"soil_dil5_1","Sample","8/9/2018 5:20:05 PM","Ar 737.212","Ar","","Uncal","Uncal","ppm","3476307.49","-","-","49238.44","1.42","1","1","1","-","6","Uncal","Uncal","Uncal","Uncal","Uncal","Uncal","3395725.50","3516236.40","3439671.05","3523618.89","3489812.40","3492780.68","Uncal","Uncal","Uncal","Uncal","Uncal","Uncal"
"soil_dil5_1","Sample","8/9/2018 5:20:05 PM","C 175.122","C","","Uncal","Uncal","ppm","211.82","-","-","5.67","2.68","1","1","1","-","6","Uncal","Uncal","Uncal","Uncal","Uncal","Uncal","211.79","206.04","218.56","218.85","208.48","207.17","Uncal","Uncal","Uncal","Uncal","Uncal","Uncal"
"soil_dil5_1","Sample","8/9/2018 5:20:05 PM","C 193.027","C","","Uncal","Uncal","ppm","42070.15","-","-","95.26","0.23","1","1","1","-","6","Uncal","Uncal","Uncal","Uncal","Uncal","Uncal","42251.60","41973.01","42032.19","42074.73","42056.10","42033.28","Uncal","Uncal","Uncal","Uncal","Uncal","Uncal"
"soil_dil5_1","Sample","8/9/2018 5:20:05 PM","C 247.856","C","","Uncal","Uncal","ppm","7284.46","-","-","29.98","0.41","1","1","1","-","6","Uncal","Uncal","Uncal","Uncal","Uncal","Uncal","7286.08","7228.18","7300.73","7311.68","7278.77","7301.31","Uncal","Uncal","Uncal","Uncal","Uncal","Uncal"
"soil_dil5_1","Sample","8/9/2018 5:20:05 PM","Cd 214.439","Cd","","0.07","0.07","ppm","3536.46","0.48","0.64","22.35","0.63","1","1","1","-","6","0.07","0.07","0.07","0.07","0.08","0.07","3535.51","3507.04","3547.03","3525.92","3573.41","3529.84","","","","","",""
"soil_dil5_1","Sample","8/9/2018 5:20:05 PM","Co 238.892","Co","u","0.00","0.00","ppm","0.63","0.49","155.35","9.54","> 100.00","1","1","1","-","6","0.00","0.00","0.00","0.00","0.00","0.00","6.32","-16.14","8.72","-0.15","-3.30","8.35","u","u","","u","u",""
"soil_dil5_1","Sample","8/9/2018 5:20:05 PM","Cr 267.716","Cr","","0.06","0.06","ppm","2181.45","0.30","0.50","10.89","0.50","1","1","1","-","6","0.06","0.06","0.06","0.06","0.06","0.06","2176.35","2199.15","2188.17","2178.24","2179.24","2167.54","","","","","",""
"soil_dil5_1","Sample","8/9/2018 5:20:05 PM","H 434.047","H","","Uncal","Uncal","ppm","13143.96","-","-","266.67","2.03","1","1","1","-","6","Uncal","Uncal","Uncal","Uncal","Uncal","Uncal","13460.64","12814.38","13462.39","13081.62","12945.59","13099.12","Uncal","Uncal","Uncal","Uncal","Uncal","Uncal"
"soil_dil5_1","Sample","8/9/2018 5:20:05 PM","H 486.133","H","","Uncal","Uncal","ppm","174446.44","-","-","1948.50","1.12","1","1","1","-","6","Uncal","Uncal","Uncal","Uncal","Uncal","Uncal","174672.40","170759.17","175638.20","174121.48","176215.14","175272.27","Uncal","Uncal","Uncal","Uncal","Uncal","Uncal"
"soil_dil5_1","Sample","8/9/2018 5:20:05 PM","N 174.213","N","","Uncal","Uncal","ppm","64512.33","-","-","217.89","0.34","1","1","1","-","6","Uncal","Uncal","Uncal","Uncal","Uncal","Uncal","64612.63","64422.97","64826.07","64621.79","64209.58","64380.96","Uncal","Uncal","Uncal","Uncal","Uncal","Uncal"
"soil_dil5_1","Sample","8/9/2018 5:20:05 PM","N 174.465","N","","Uncal","Uncal","ppm","19472.23","-","-","89.12","0.46","1","1","1","-","6","Uncal","Uncal","Uncal","Uncal","Uncal","Uncal","19525.60","19435.25","19340.31","19502.20","19432.75","19597.29","Uncal","Uncal","Uncal","Uncal","Uncal","Uncal"
"soil_dil5_1","Sample","8/9/2018 5:20:05 PM","O 436.824","O","","Uncal","Uncal","ppm","38711.21","-","-","99.33","0.26","1","1","1","-","6","Uncal","Uncal","Uncal","Uncal","Uncal","Uncal","38673.03","38890.59","38754.45","38690.41","38630.79","38627.97","Uncal","Uncal","Uncal","Uncal","Uncal","Uncal"
"soil_dil5_1","Sample","8/9/2018 5:20:05 PM","O 615.820","O","","Uncal","Uncal","ppm","218469.66","-","-","638.43","0.29","1","1","1","-","6","Uncal","Uncal","Uncal","Uncal","Uncal","Uncal","218878.00","218284.57","219331.84","218763.76","217946.55","217613.25","Uncal","Uncal","Uncal","Uncal","Uncal","Uncal"
"soil_dil5_1","Sample","8/9/2018 5:20:05 PM","Pb 220.353","Pb","","2.53","2.53","ppm","9701.06","6.85","0.27","26.27","0.27","1","1","1","-","6","2.53","2.52","2.54","2.53","2.52","2.53","9705.79","9670.63","9739.46","9693.23","9676.78","9720.49","","","","","",""
"soil_dil5_1","Sample","8/9/2018 5:20:05 PM","Ta 337.649","Ta","","Uncal","Uncal","ppm","40.00","-","-","14.57","36.43","1","1","1","-","6","Uncal","Uncal","Uncal","Uncal","Uncal","Uncal","42.57","39.70","12.75","39.99","51.88","53.11","Uncal","Uncal","Uncal","Uncal","Uncal","Uncal"
"soil_dil5_1","Sample","8/9/2018 5:20:05 PM","Tb 308.958","Tb","","Uncal","Uncal","ppm","18456.12","-","-","79.38","0.43","1","1","1","-","6","Uncal","Uncal","Uncal","Uncal","Uncal","Uncal","18509.65","18415.56","18574.86","18461.11","18429.82","18345.74","Uncal","Uncal","Uncal","Uncal","Uncal","Uncal"
"soil_dil5_1","Sample","8/9/2018 5:20:05 PM","Y 360.074","Y","","Uncal","Uncal","ppm","89547.65","-","-","242.27","0.27","1","1","1","-","6","Uncal","Uncal","Uncal","Uncal","Uncal","Uncal","89545.88","89415.04","89919.48","89653.89","89559.23","89192.40","Uncal","Uncal","Uncal","Uncal","Uncal","Uncal"
"soil_dil5_1","Sample","8/9/2018 5:20:05 PM","Y 371.029","Y","","Uncal","Uncal","ppm","89573.58","-","-","281.74","0.31","1","1","1","-","6","Uncal","Uncal","Uncal","Uncal","Uncal","Uncal","89743.40","89373.95","90015.09","89661.60","89341.52","89305.91","Uncal","Uncal","Uncal","Uncal","Uncal","Uncal"
"soil_dil5_1","Sample","8/9/2018 5:20:05 PM","Y 377.433","Y","","Uncal","Uncal","ppm","199988.15","-","-","788.97","0.39","1","1","1","-","6","Uncal","Uncal","Uncal","Uncal","Uncal","Uncal","200943.37","199517.52","200552.47","200542.25","199371.17","199002.11","Uncal","Uncal","Uncal","Uncal","Uncal","Uncal"
"soil_dil5_2","Sample","8/9/2018 5:21:46 PM","Ar 420.067","Ar","","Uncal","Uncal","ppm","2199303.88","-","-","13897.43","0.63","1","1","1","-","6","Uncal","Uncal","Uncal","Uncal","Uncal","Uncal","2187319.43","2221933.30","2195595.68","2203968.95","2203680.39","2183325.52","Uncal","Uncal","Uncal","Uncal","Uncal","Uncal"
"soil_dil5_2","Sample","8/9/2018 5:21:46 PM","Ar 543.999","Ar","","Uncal","Uncal","ppm","50889.65","-","-","302.45","0.59","1","1","1","-","6","Uncal","Uncal","Uncal","Uncal","Uncal","Uncal","50334.91","51107.87","50780.97","51046.54","51143.42","50924.17","Uncal","Uncal","Uncal","Uncal","Uncal","Uncal"
"soil_dil5_2","Sample","8/9/2018 5:21:46 PM","Ar 641.631","Ar","","Uncal","Uncal","ppm","1101307.47","-","-","9613.49","0.87","1","1","1","-","6","Uncal","Uncal","Uncal","Uncal","Uncal","Uncal","1102352.66","1117092.02","1097179.62","1087556.25","1103439.31","1100224.96","Uncal","Uncal","Uncal","Uncal","Uncal","Uncal"
"soil_dil5_2","Sample","8/9/2018 5:21:46 PM","Ar 703.025","Ar","","Uncal","Uncal","ppm","2327719.99","-","-","20774.76","0.89","1","1","1","-","6","Uncal","Uncal","Uncal","Uncal","Uncal","Uncal","2329518.05","2364115.24","2301459.89","2324271.47","2330283.00","2316672.27","Uncal","Uncal","Uncal","Uncal","Uncal","Uncal"
"soil_dil5_2","Sample","8/9/2018 5:21:46 PM","Ar 737.212","Ar","","Uncal","Uncal","ppm","3451411.81","-","-","25159.40","0.73","1","1","1","-","6","Uncal","Uncal","Uncal","Uncal","Uncal","Uncal","3452638.90","3426194.20","3499218.28","3437741.99","3447707.75","3444969.74","Uncal","Uncal","Uncal","Uncal","Uncal","Uncal"
"soil_dil5_2","Sample","8/9/2018 5:21:46 PM","C 175.122","C","","Uncal","Uncal","ppm","200.07","-","-","4.60","2.30","1","1","1","-","6","Uncal","Uncal","Uncal","Uncal","Uncal","Uncal","191.85","199.87","205.08","201.25","199.03","203.32","Uncal","Uncal","Uncal","Uncal","Uncal","Uncal"
"soil_dil5_2","Sample","8/9/2018 5:21:46 PM","C 193.027","C","","Uncal","Uncal","ppm","40146.87","-","-","97.08","0.24","1","1","1","-","6","Uncal","Uncal","Uncal","Uncal","Uncal","Uncal","40283.99","40134.16","40070.98","40209.98","40012.99","40169.15","Uncal","Uncal","Uncal","Uncal","Uncal","Uncal"
"soil_dil5_2","Sample","8/9/2018 5:21:46 PM","C 247.856","C","","Uncal","Uncal","ppm","7203.95","-","-","48.80","0.68","1","1","1","-","6","Uncal","Uncal","Uncal","Uncal","Uncal","Uncal","7205.68","7118.64","7179.84","7228.99","7244.63","7245.94","Uncal","Uncal","Uncal","Uncal","Uncal","Uncal"
"soil_dil5_2","Sample","8/9/2018 5:21:46 PM","Cd 214.439","Cd","","0.07","0.07","ppm","3514.25","0.25","0.33","11.53","0.33","1","1","1","-","6","0.07","0.07","0.07","0.07","0.07","0.07","3498.33","3502.57","3528.08","3515.48","3521.90","3519.13","","","","","",""
"soil_dil5_2","Sample","8/9/2018 5:21:46 PM","Co 238.892","Co","u","0.00","0.00","ppm","-3.25","0.74","143.19","14.36","> 100.00","1","1","1","-","6","0.00","0.00","0.00","0.00","0.00","0.00","-12.56","-4.04","-12.90","23.09","1.64","-14.75","u","u","u","","u","u"
"soil_dil5_2","Sample","8/9/2018 5:21:46 PM","Cr 267.716","Cr","","0.06","0.06","ppm","2188.81","0.27","0.46","9.99","0.46","1","1","1","-","6","0.06","0.06","0.06","0.06","0.06","0.06","2186.05","2182.05","2183.98","2201.09","2178.26","2201.46","","","","","",""
"soil_dil5_2","Sample","8/9/2018 5:21:46 PM","H 434.047","H","","Uncal","Uncal","ppm","13228.26","-","-","221.90","1.68","1","1","1","-","6","Uncal","Uncal","Uncal","Uncal","Uncal","Uncal","13133.01","13400.54","13041.18","12951.10","13523.51","13320.24","Uncal","Uncal","Uncal","Uncal","Uncal","Uncal"
"soil_dil5_2","Sample","8/9/2018 5:21:46 PM","H 486.133","H","","Uncal","Uncal","ppm","178151.11","-","-","2246.71","1.26","1","1","1","-","6","Uncal","Uncal","Uncal","Uncal","Uncal","Uncal","177254.75","177554.80","176371.69","179748.51","176076.49","181900.45","Uncal","Uncal","Uncal","Uncal","Uncal","Uncal"
"soil_dil5_2","Sample","8/9/2018 5:21:46 PM","N 174.213","N","","Uncal","Uncal","ppm","64475.20","-","-","399.49","0.62","1","1","1","-","6","Uncal","Uncal","Uncal","Uncal","Uncal","Uncal","64007.04","64939.25","64906.48","64187.53","64611.55","64199.32","Uncal","Uncal","Uncal","Uncal","Uncal","Uncal"
"soil_dil5_2","Sample","8/9/2018 5:21:46 PM","N 174.465","N","","Uncal","Uncal","ppm","19541.53","-","-","108.70","0.56","1","1","1","-","6","Uncal","Uncal","Uncal","Uncal","Uncal","Uncal","19526.34","19545.59","19427.31","19463.75","19545.35","19740.84","Uncal","Uncal","Uncal","Uncal","Uncal","Uncal"
"soil_dil5_2","Sample","8/9/2018 5:21:46 PM","O 436.824","O","","Uncal","Uncal","ppm","38729.79","-","-","92.19","0.24","1","1","1","-","6","Uncal","Uncal","Uncal","Uncal","Uncal","Uncal","38851.62","38607.47","38655.11","38788.09","38695.97","38780.49","Uncal","Uncal","Uncal","Uncal","Uncal","Uncal"
"soil_dil5_2","Sample","8/9/2018 5:21:46 PM","O 615.820","O","","Uncal","Uncal","ppm","219083.71","-","-","985.33","0.45","1","1","1","-","6","Uncal","Uncal","Uncal","Uncal","Uncal","Uncal","220703.30","218201.50","218613.22","219061.63","219736.30","218186.30","Uncal","Uncal","Uncal","Uncal","Uncal","Uncal"
"soil_dil5_2","Sample","8/9/2018 5:21:46 PM","Pb 220.353","Pb","","2.52","2.52","ppm","9653.51","11.55","0.46","44.27","0.46","1","1","1","-","6","2.53","2.51","2.50","2.51","2.52","2.52","9720.38","9626.51","9591.54","9645.67","9657.39","9679.58","","","","","",""
"soil_dil5_2","Sample","8/9/2018 5:21:46 PM","Ta 337.649","Ta","","Uncal","Uncal","ppm","24.86","-","-","12.91","51.95","1","1","1","-","6","Uncal","Uncal","Uncal","Uncal","Uncal","Uncal","15.99","47.21","18.65","10.91","28.55","27.86","Uncal","Uncal","Uncal","Uncal","Uncal","Uncal"
"soil_dil5_2","Sample","8/9/2018 5:21:46 PM","Tb 308.958","Tb","","Uncal","Uncal","ppm","18474.10","-","-","57.97","0.31","1","1","1","-","6","Uncal","Uncal","Uncal","Uncal","Uncal","Uncal","18559.48","18443.51","18415.12","18474.53","18526.45","18425.53","Uncal","Uncal","Uncal","Uncal","Uncal","Uncal"
"soil_dil5_2","Sample","8/9/2018 5:21:46 PM","Y 360.074","Y","","Uncal","Uncal","ppm","90621.19","-","-","455.87","0.50","1","1","1","-","6","Uncal","Uncal","Uncal","Uncal","Uncal","Uncal","90669.86","89831.35","90585.48","90509.04","91109.50","91021.93","Uncal","Uncal","Uncal","Uncal","Uncal","Uncal"
"soil_dil5_2","Sample","8/9/2018 5:21:46 PM","Y 371.029","Y","","Uncal","Uncal","ppm","90616.61","-","-","415.62","0.46","1","1","1","-","6","Uncal","Uncal","Uncal","Uncal","Uncal","Uncal","90665.87","89971.14","90581.29","90558.17","91279.35","90643.80","Uncal","Uncal","Uncal","Uncal","Uncal","Uncal"
"soil_dil5_2","Sample","8/9/2018 5:21:46 PM","Y 377.433","Y","","Uncal","Uncal","ppm","202768.54","-","-","1029.14","0.51","1","1","1","-","6","Uncal","Uncal","Uncal","Uncal","Uncal","Uncal","202159.58","201047.94","203131.48","202889.83","203931.29","203451.10","Uncal","Uncal","Uncal","Uncal","Uncal","Uncal"
"soil_dil5_3","Sample","8/9/2018 5:23:27 PM","Ar 420.067","Ar","","Uncal","Uncal","ppm","2190590.33","-","-","22972.13","1.05","1","1","1","-","6","Uncal","Uncal","Uncal","Uncal","Uncal","Uncal","2209877.14","2176320.35","2199451.61","2206181.18","2201421.20","2150290.51","Uncal","Uncal","Uncal","Uncal","Uncal","Uncal"
"soil_dil5_3","Sample","8/9/2018 5:23:27 PM","Ar 543.999","Ar","","Uncal","Uncal","ppm","51023.71","-","-","164.27","0.32","1","1","1","-","6","Uncal","Uncal","Uncal","Uncal","Uncal","Uncal","50895.69","50838.53","51008.55","51192.17","50957.30","51250.04","Uncal","Uncal","Uncal","Uncal","Uncal","Uncal"
"soil_dil5_3","Sample","8/9/2018 5:23:27 PM","Ar 641.631","Ar","","Uncal","Uncal","ppm","1129720.99","-","-","10609.69","0.94","1","1","1","-","6","Uncal","Uncal","Uncal","Uncal","Uncal","Uncal","1112613.02","1126512.48","1124367.13","1135511.46","1139822.77","1139499.06","Uncal","Uncal","Uncal","Uncal","Uncal","Uncal"
"soil_dil5_3","Sample","8/9/2018 5:23:27 PM","Ar 703.025","Ar","","Uncal","Uncal","ppm","2329101.90","-","-","22226.84","0.95","1","1","1","-","6","Uncal","Uncal","Uncal","Uncal","Uncal","Uncal","2310225.58","2330466.41","2343885.70","2362282.30","2301053.66","2326697.73","Uncal","Uncal","Uncal","Uncal","Uncal","Uncal"
"soil_dil5_3","Sample","8/9/2018 5:23:27 PM","Ar 737.212","Ar","","Uncal","Uncal","ppm","3444551.86","-","-","39241.51","1.14","1","1","1","-","6","Uncal","Uncal","Uncal","Uncal","Uncal","Uncal","3467841.51","3432652.16","3378440.03","3495085.57","3440232.31","3453059.60","Uncal","Uncal","Uncal","Uncal","Uncal","Uncal"
"soil_dil5_3","Sample","8/9/2018 5:23:27 PM","C 175.122","C","","Uncal","Uncal","ppm","200.25","-","-","6.22","3.11","1","1","1","-","6","Uncal","Uncal","Uncal","Uncal","Uncal","Uncal","200.76","194.67","194.73","210.30","196.63","204.43","Uncal","Uncal","Uncal","Uncal","Uncal","Uncal"
"soil_dil5_3","Sample","8/9/2018 5:23:27 PM","C 193.027","C","","Uncal","Uncal","ppm","39963.25","-","-","78.35","0.20","1","1","1","-","6","Uncal","Uncal","Uncal","Uncal","Uncal","Uncal","40115.48","39930.78","39958.50","39955.66","39927.02","39892.05","Uncal","Uncal","Uncal","Uncal","Uncal","Uncal"
"soil_dil5_3","Sample","8/9/2018 5:23:27 PM","C 247.856","C","","Uncal","Uncal","ppm","7363.27","-","-","18.66","0.25","1","1","1","-","6","Uncal","Uncal","Uncal","Uncal","Uncal","Uncal","7361.84","7335.46","7365.52","7350.40","7383.21","7383.18","Uncal","Uncal","Uncal","Uncal","Uncal","Uncal"
"soil_dil5_3","Sample","8/9/2018 5:23:27 PM","Cd 214.439","Cd","","0.08","0.08","ppm","3622.09","0.38","0.50","18.03","0.50","1","1","1","-","6","0.08","0.08","0.08","0.08","0.08","0.08","3619.68","3588.45","3623.48","3637.46","3637.34","3626.14","","","","","",""
"soil_dil5_3","Sample","8/9/2018 5:23:27 PM","Co 238.892","Co","u","0.00","0.00","ppm","12.83","0.30","97.75","5.92","46.16","1","1","1","-","6","0.00","0.00","0.00","0.00","0.00","0.00","6.67","15.47","19.85","5.97","18.29","10.75","u","","","u","",""
"soil_dil5_3","Sample","8/9/2018 5:23:27 PM","Cr 267.716","Cr","","0.06","0.06","ppm","2151.14","0.33","0.56","11.95","0.56","1","1","1","-","6","0.06","0.06","0.06","0.06","0.06","0.06","2134.36","2157.38","2160.26","2137.53","2156.24","2161.09","","","","","",""
"soil_dil5_3","Sample","8/9/2018 5:23:27 PM","H 434.047","H","","Uncal","Uncal","ppm","13348.42","-","-","425.14","3.18","1","1","1","-","6","Uncal","Uncal","Uncal","Uncal","Uncal","Uncal","12843.58","13473.45","13479.50","12803.01","13705.22","13785.78","Uncal","Uncal","Uncal","Uncal","Uncal","Uncal"
"soil_dil5_3","Sample","8/9/2018 5:23:27 PM","H 486.133","H","","Uncal","Uncal","ppm","176057.37","-","-","1630.19","0.93","1","1","1","-","6","Uncal","Uncal","Uncal","Uncal","Uncal","Uncal","174081.07","177089.75","175656.44","176412.12","178493.96","174610.85","Uncal","Uncal","Uncal","Uncal","Uncal","Uncal"
"soil_dil5_3","Sample","8/9/2018 5:23:27 PM","N 174.213","N","","Uncal","Uncal","ppm","65324.66","-","-","231.09","0.35","1","1","1","-","6","Uncal","Uncal","Uncal","Uncal","Uncal","Uncal","65082.68","65248.16","65198.34","65194.43","65565.60","65658.77","Uncal","Uncal","Uncal","Uncal","Uncal","Uncal"
"soil_dil5_3","Sample","8/9/2018 5:23:27 PM","N 174.465","N","","Uncal","Uncal","ppm","19653.58","-","-","60.53","0.31","1","1","1","-","6","Uncal","Uncal","Uncal","Uncal","Uncal","Uncal","19609.21","19660.91","19599.50","19612.41","19681.50","19757.96","Uncal","Uncal","Uncal","Uncal","Uncal","Uncal"
"soil_dil5_3","Sample","8/9/2018 5:23:27 PM","O 436.824","O","","Uncal","Uncal","ppm","38673.50","-","-","153.83","0.40","1","1","1","-","6","Uncal","Uncal","Uncal","Uncal","Uncal","Uncal","38944.97","38529.44","38727.79","38693.85","38565.52","38579.40","Uncal","Uncal","Uncal","Uncal","Uncal","Uncal"
"soil_dil5_3","Sample","8/9/2018 5:23:27 PM","O 615.820","O","","Uncal","Uncal","ppm","218906.07","-","-","517.82","0.24","1","1","1","-","6","Uncal","Uncal","Uncal","Uncal","Uncal","Uncal","218946.72","218914.61","219859.18","218481.29","218413.19","218821.43","Uncal","Uncal","Uncal","Uncal","Uncal","Uncal"
"soil_dil5_3","Sample","8/9/2018 5:23:27 PM","Pb 220.353","Pb","","2.60","2.60","ppm","9960.94","8.23","0.32","31.53","0.32","1","1","1","-","6","2.60","2.59","2.60","2.58","2.60","2.60","9977.36","9950.79","9989.57","9902.93","9981.08","9963.91","","","","","",""
"soil_dil5_3","Sample","8/9/2018 5:23:27 PM","Ta 337.649","Ta","","Uncal","Uncal","ppm","45.91","-","-","13.23","28.81","1","1","1","-","6","Uncal","Uncal","Uncal","Uncal","Uncal","Uncal","57.62","64.50","39.94","29.19","37.21","46.99","Uncal","Uncal","Uncal","Uncal","Uncal","Uncal"
