"Worksheet exported from: C:\Users\5110 ICP-OES\Documents\Agilent\ICP Expert\My Results\Background_CRM_JAC.esws"
""
"Label","Type","Date Time","Element","Element Label","Flags","Unadjusted Data","Concentration","Unit","Intensity","Concentration SD","Concentration %RSD","Intensity SD","Intensity %RSD","Weight","Volume","Dilution","Internal Standard","Replicates","Concentration Replicate 1","Concentration Replicate 2","Concentration Replicate 3","Concentration Replicate 4","Concentration Replicate 5","Concentration Replicate 6","Intensity Replicate 1","Intensity Replicate 2","Intensity Replicate 3","Intensity Replicate 4","Intensity Replicate 5","Intensity Replicate 6","Flags Replicate 1","Flags Replicate 2","Flags Replicate 3","Flags Replicate 4","Flags Replicate 5","Flags Replicate 6"
"Blank","BLK","8/9/2018 5:00:01 PM","Ar 420.067","Ar","","0.00","0.00","ppm","2264687.81","-","-","20122.56","0.89","-","-","-","-","6","0.00","0.00","0.00","0.00","0.00","0.00","2296689.16","2256690.26","2248996.22","2246972.59","2282278.76","2256499.87","","","","","",""
"Blank","BLK","8/9/2018 5:00:01 PM","Ar 543.999","Ar","","0.00","0.00","ppm","52225.75","-","-","190.90","0.37","-","-","-","-","6","0.00","0.00","0.00","0.00","0.00","0.00","52264.80","52183.09","52572.64","52059.57","52224.52","52049.89","","","","","",""
"Blank","BLK","8/9/2018 5:00:01 PM","Ar 641.631","Ar","","0.00","0.00","ppm","1132177.19","-","-","5909.63","0.52","-","-","-","-","6","0.00","0.00","0.00","0.00","0.00","0.00","1127594.02","1125593.97","1131584.97","1132665.03","1133007.90","1142617.27","","","","","",""
"Blank","BLK","8/9/2018 5:00:01 PM","Ar 703.025","Ar","","0.00","0.00","ppm","2368173.16","-","-","16631.80","0.70","-","-","-","-","6","0.00","0.00","0.00","0.00","0.00","0.00","2354435.32","2355474.12","2360686.50","2374843.01","2398550.70","2365049.30","","","","","",""
"Blank","BLK","8/9/2018 5:00:01 PM","Ar 737.212","Ar","","0.00","0.00","ppm","3611368.34","-","-","45117.81","1.25","-","-","-","-","6","0.00","0.00","0.00","0.00","0.00","0.00","3673096.69","3634626.37","3641851.43","3586588.39","3575275.57","3556771.59","","","","","",""
"Blank","BLK","8/9/2018 5:00:01 PM","C 175.122","C","","0.00","0.00","ppm","126.84","-","-","5.20","4.10","-","-","-","-","6","0.00","0.00","0.00","0.00","0.00","0.00","119.01","126.07","127.06","129.60","134.65","124.64","","","","","",""
"Blank","BLK","8/9/2018 5:00:01 PM","C 193.027","C","","0.00","0.00","ppm","25276.10","-","-","160.13","0.63","-","-","-","-","6","0.00","0.00","0.00","0.00","0.00","0.00","25221.77","25052.64","25199.88","25270.16","25407.68","25504.48","","","","","",""
"Blank","BLK","8/9/2018 5:00:01 PM","C 247.856","C","","0.00","0.00","ppm","1769.40","-","-","6.55","0.37","-","-","-","-","6","0.00","0.00","0.00","0.00","0.00","0.00","1764.53","1773.61","1766.36","1760.72","1773.10","1778.06","","","","","",""
"Blank","BLK","8/9/2018 5:00:01 PM","Cd 214.439","Cd","","0.00","0.00","ppm","30.99","-","-","4.50","14.53","-","-","-","-","6","0.00","0.00","0.00","0.00","0.00","0.00","25.69","27.97","33.26","36.81","34.64","27.55","","","","","",""
"Blank","BLK","8/9/2018 5:00:01 PM","Co 238.892","Co","","0.00","0.00","ppm","21.35","-","-","4.70","22.03","-","-","-","-","6","0.00","0.00","0.00","0.00","0.00","0.00","21.03","17.29","16.33","27.88","19.46","26.10","","","","","",""
"Blank","BLK","8/9/2018 5:00:01 PM","Cr 267.716","Cr","","0.00","0.00","ppm","35.87","-","-","10.81","30.13","-","-","-","-","6","0.00","0.00","0.00","0.00","0.00","0.00","47.36","34.69","17.81","35.54","33.14","46.66","","","","","",""
"Blank","BLK","8/9/2018 5:00:01 PM","H 434.047","H","","0.00","0.00","ppm","13002.44","-","-","241.77","1.86","-","-","-","-","6","0.00","0.00","0.00","0.00","0.00","0.00","13114.54","12772.88","12681.89","13334.30","13120.62","12990.40","","","","","",""
"Blank","BLK","8/9/2018 5:00:01 PM","H 486.133","H","","0.00","0.00","ppm","171936.63","-","-","3294.41","1.92","-","-","-","-","6","0.00","0.00","0.00","0.00","0.00","0.00","174894.70","176337.39","168293.90","169568.42","173046.30","169479.05","","","","","",""
"Blank","BLK","8/9/2018 5:00:01 PM","N 174.213","N","","0.00","0.00","ppm","64952.68","-","-","102.03","0.16","-","-","-","-","6","0.00","0.00","0.00","0.00","0.00","0.00","64972.22","64782.64","64881.30","64997.76","65041.17","65041.00","","","","","",""
"Blank","BLK","8/9/2018 5:00:01 PM","N 174.465","N","","0.00","0.00","ppm","19764.30","-","-","87.36","0.44","-","-","-","-","6","0.00","0.00","0.00","0.00","0.00","0.00","19689.96","19731.89","19748.91","19718.09","19761.72","19935.20","","","","","",""
"Blank","BLK","8/9/2018 5:00:01 PM","O 436.824","O","","0.00","0.00","ppm","38273.34","-","-","115.93","0.30","-","-","-","-","6","0.00","0.00","0.00","0.00","0.00","0.00","38293.85","38476.02","38140.70","38183.96","38280.40","38265.08","","","","","",""
"Blank","BLK","8/9/2018 5:00:01 PM","O 615.820","O","","0.00","0.00","ppm","212443.86","-","-","1178.45","0.55","-","-","-","-","6","0.00","0.00","0.00","0.00","0.00","0.00","212769.32","214108.58","211062.82","211086.72","212680.75","212954.98","","","","","",""
"Blank","BLK","8/9/2018 5:00:01 PM","Pb 220.353","Pb","","0.00","0.00","ppm","15.27","-","-","4.14","27.12","-","-","-","-","6","0.00","0.00","0.00","0.00","0.00","0.00","17.32","20.76","12.84","17.55","14.15","9.02","","","","","",""
"Blank","BLK","8/9/2018 5:00:01 PM","Ta 337.649","Ta","","0.00","0.00","ppm","21.66","-","-","16.30","75.25","-","-","-","-","6","0.00","0.00","0.00","0.00","0.00","0.00","30.47","43.98","7.42","3.55","32.77","11.76","","","","","",""
"Blank","BLK","8/9/2018 5:00:01 PM","Tb 308.958","Tb","","0.00","0.00","ppm","17803.70","-","-","74.16","0.42","-","-","-","-","6","0.00","0.00","0.00","0.00","0.00","0.00","17866.77","17912.32","17704.85","17768.59","17783.04","17786.64","","","","","",""
"Blank","BLK","8/9/2018 5:00:01 PM","Y 360.074","Y","","0.00","0.00","ppm","39757.06","-","-","263.10","0.66","-","-","-","-","6","0.00","0.00","0.00","0.00","0.00","0.00","39855.40","40014.64","39465.98","39412.57","40014.34","39779.44","","","","","",""
"Blank","BLK","8/9/2018 5:00:01 PM","Y 371.029","Y","","0.00","0.00","ppm","39790.14","-","-","189.33","0.48","-","-","-","-","6","0.00","0.00","0.00","0.00","0.00","0.00","39847.81","39985.82","39578.14","39539.52","39957.85","39831.70","","","","","",""
"Blank","BLK","8/9/2018 5:00:01 PM","Y 377.433","Y","","0.00","0.00","ppm","88271.38","-","-","360.30","0.41","-","-","-","-","6","0.00","0.00","0.00","0.00","0.00","0.00","88292.60","88850.04","88104.60","87785.79","88453.81","88141.46","","","","","",""
"Standard 1","STD","8/9/2018 5:01:42 PM","Ar 420.067","Ar","","","","ppm","2268217.90","-","-","20619.04","0.91","-","-","-","-","6","","","","","","","2248555.02","2243802.45","2275381.63","2289407.72","2292189.58","2259970.99","","","","","",""
"Standard 1","STD","8/9/2018 5:01:42 PM","Ar 543.999","Ar","","","","ppm","51676.19","-","-","118.80","0.23","-","-","-","-","6","","","","","","","51710.67","51767.86","51444.72","51752.84","51714.02","51667.04","","","","","",""
"Standard 1","STD","8/9/2018 5:01:42 PM","Ar 641.631","Ar","","","","ppm","1127178.98","-","-","7337.39","0.65","-","-","-","-","6","","","","","","","1125870.81","1128876.30","1120388.43","1134207.55","1136054.67","1117676.12","","","","","",""
"Standard 1","STD","8/9/2018 5:01:42 PM","Ar 703.025","Ar","","","","ppm","2381306.47","-","-","11723.57","0.49","-","-","-","-","6","","","","","","","2387333.31","2395812.71","2365609.05","2374902.22","2390802.90","2373378.62","","","","","",""
"Standard 1","STD","8/9/2018 5:01:42 PM","Ar 737.212","Ar","","","","ppm","3560697.49","-","-","23910.83","0.67","-","-","-","-","6","","","","","","","3544413.26","3533430.47","3539677.51","3585715.38","3580526.90","3580421.39","","","","","",""
"Standard 1","STD","8/9/2018 5:01:42 PM","C 175.122","C","","","","ppm","129.02","-","-","5.32","4.12","-","-","-","-","6","","","","","","","129.09","135.57","122.29","123.19","132.94","131.04","","","","","",""
"Standard 1","STD","8/9/2018 5:01:42 PM","C 193.027","C","","","","ppm","26183.81","-","-","125.77","0.48","-","-","-","-","6","","","","","","","26306.28","26282.06","26154.84","26272.18","26100.97","25986.53","","","","","",""
"Standard 1","STD","8/9/2018 5:01:42 PM","C 247.856","C","","","","ppm","1830.32","-","-","12.89","0.70","-","-","-","-","6","","","","","","","1822.13","1845.85","1814.07","1842.01","1821.22","1836.61","","","","","",""
"Standard 1","STD","8/9/2018 5:01:42 PM","Cd 214.439","Cd","","0.02","0.02","ppm","954.34","-","-","8.97","0.94","-","-","-","-","6","0.02","0.02","0.02","0.02","0.02","0.02","963.19","952.08","941.15","962.46","947.32","959.84","","","","","",""
"Standard 1","STD","8/9/2018 5:01:42 PM","Co 238.892","Co","","0.02","0.02","ppm","399.26","-","-","10.00","2.51","-","-","-","-","6","0.02","0.02","0.02","0.02","0.02","0.02","394.92","399.30","418.01","395.31","399.50","388.56","","","","","",""
"Standard 1","STD","8/9/2018 5:01:42 PM","Cr 267.716","Cr","","0.02","0.02","ppm","742.38","-","-","7.00","0.94","-","-","-","-","6","0.02","0.02","0.02","0.02","0.02","0.02","752.85","743.40","743.82","742.33","740.88","730.98","","","","","",""
"Standard 1","STD","8/9/2018 5:01:42 PM","H 434.047","H","","","","ppm","13091.17","-","-","177.69","1.36","-","-","-","-","6","","","","","","","12919.95","13026.24","13176.24","12998.50","13014.52","13411.53","","","","","",""
"Standard 1","STD","8/9/2018 5:01:42 PM","H 486.133","H","","","","ppm","167221.86","-","-","1469.95","0.88","-","-","-","-","6","","","","","","","168218.28","166415.38","167104.51","165864.22","169664.07","166064.68","","","","","",""
"Standard 1","STD","8/9/2018 5:01:42 PM","N 174.213","N","","","","ppm","64684.20","-","-","315.36","0.49","-","-","-","-","6","","","","","","","64706.89","65124.78","64215.75","64716.57","64468.41","64872.80","","","","","",""
"Standard 1","STD","8/9/2018 5:01:42 PM","N 174.465","N","","","","ppm","19679.93","-","-","72.21","0.37","-","-","-","-","6","","","","","","","19654.29","19784.81","19637.64","19608.55","19638.27","19756.04","","","","","",""
"Standard 1","STD","8/9/2018 5:01:42 PM","O 436.824","O","","","","ppm","38965.73","-","-","80.06","0.21","-","-","-","-","6","","","","","","","38947.84","39092.57","38914.48","38990.92","38857.42","38991.18","","","","","",""
"Standard 1","STD","8/9/2018 5:01:42 PM","O 615.820","O","","","","ppm","215379.87","-","-","617.10","0.29","-","-","-","-","6","","","","","","","216184.99","215646.86","215097.31","215853.98","214949.92","214546.16","","","","","",""
"Standard 1","STD","8/9/2018 5:01:42 PM","Pb 220.353","Pb","","0.02","0.02","ppm","86.50","-","-","2.71","3.14","-","-","-","-","6","0.02","0.02","0.02","0.02","0.02","0.02","88.50","84.50","89.69","85.56","82.63","88.15","","","","","",""
"Standard 1","STD","8/9/2018 5:01:42 PM","Ta 337.649","Ta","","","","ppm","30.42","-","-","10.37","34.08","-","-","-","-","6","","","","","","","35.38","13.13","44.39","26.45","31.97","31.21","","","","","",""
"Standard 1","STD","8/9/2018 5:01:42 PM","Tb 308.958","Tb","","","","ppm","18004.46","-","-","51.03","0.28","-","-","-","-","6","","","","","","","17961.43","17986.56","18097.20","17958.40","18008.20","18014.97","","","","","",""
"Standard 1","STD","8/9/2018 5:01:42 PM","Y 360.074","Y","","","","ppm","39798.51","-","-","96.09","0.24","-","-","-","-","6","","","","","","","39816.05","39825.79","39799.79","39955.07","39691.56","39702.78","","","","","",""
"Standard 1","STD","8/9/2018 5:01:42 PM","Y 371.029","Y","","","","ppm","39898.50","-","-","70.54","0.18","-","-","-","-","6","","","","","","","39901.31","39843.08","39973.18","39953.46","39788.43","39931.52","","","","","",""
"Standard 1","STD","8/9/2018 5:01:42 PM","Y 377.433","Y","","","","ppm","88429.67","-","-","359.46","0.41","-","-","-","-","6","","","","","","","88218.35","88807.06","88714.29","87863.28","88328.64","88646.39","","","","","",""
"Standard 2","STD","8/9/2018 5:03:22 PM","Ar 420.067","Ar","","","","ppm","2267083.78","-","-","21946.81","0.97","-","-","-","-","6","","","","","","","2266378.27","2280185.06","2235827.76","2273880.16","2249238.19","2296993.23","","","","","",""
"Standard 2","STD","8/9/2018 5:03:22 PM","Ar 543.999","Ar","","","","ppm","51699.84","-","-","202.66","0.39","-","-","-","-","6","","","","","","","51407.26","51590.27","51886.14","51865.34","51576.03","51873.96","","","","","",""
"Standard 2","STD","8/9/2018 5:03:22 PM","Ar 641.631","Ar","","","","ppm","1125658.76","-","-","13007.56","1.16","-","-","-","-","6","","","","","","","1099825.83","1131586.01","1130124.14","1129018.90","1136132.52","1127265.17","","","","","",""
"Standard 2","STD","8/9/2018 5:03:22 PM","Ar 703.025","Ar","","","","ppm","2368037.55","-","-","13716.12","0.58","-","-","-","-","6","","","","","","","2386463.02","2363239.93","2346434.10","2366396.48","2378436.13","2367255.62","","","","","",""
"Standard 2","STD","8/9/2018 5:03:22 PM","Ar 737.212","Ar","","","","ppm","3533935.06","-","-","30915.07","0.87","-","-","-","-","6","","","","","","","3510740.63","3503822.33","3580896.31","3509240.78","3553758.48","3545151.84","","","","","",""
"Standard 2","STD","8/9/2018 5:03:22 PM","C 175.122","C","","","","ppm","129.76","-","-","2.72","2.09","-","-","-","-","6","","","","","","","130.10","130.57","133.23","128.67","130.89","125.11","","","","","",""
"Standard 2","STD","8/9/2018 5:03:22 PM","C 193.027","C","","","","ppm","26232.21","-","-","80.32","0.31","-","-","-","-","6","","","","","","","26346.79","26282.89","26180.78","26209.51","26118.65","26254.66","","","","","",""
"Standard 2","STD","8/9/2018 5:03:22 PM","C 247.856","C","","","","ppm","1842.26","-","-","16.34","0.89","-","-","-","-","6","","","","","","","1864.79","1858.50","1838.88","1836.21","1821.09","1834.07","","","","","",""
"Standard 2","STD","8/9/2018 5:03:22 PM","Cd 214.439","Cd","","0.05","0.05","ppm","2375.03","-","-","6.54","0.28","-","-","-","-","6","0.05","0.05","0.05","0.05","0.05","0.05","2370.56","2371.42","2383.30","2377.97","2380.51","2366.42","","","","","",""
"Standard 2","STD","8/9/2018 5:03:22 PM","Co 238.892","Co","","0.05","0.05","ppm","966.28","-","-","10.33","1.07","-","-","-","-","6","0.05","0.05","0.05","0.05","0.05","0.05","951.68","964.28","974.85","967.97","979.92","958.96","","","","","",""
"Standard 2","STD","8/9/2018 5:03:22 PM","Cr 267.716","Cr","","0.05","0.05","ppm","1848.59","-","-","15.03","0.81","-","-","-","-","6","0.05","0.05","0.05","0.05","0.05","0.05","1855.43","1859.36","1829.04","1829.55","1860.04","1858.10","","","","","",""
"Standard 2","STD","8/9/2018 5:03:22 PM","H 434.047","H","","","","ppm","13220.76","-","-","403.68","3.05","-","-","-","-","6","","","","","","","13222.66","13066.35","13188.91","13102.02","12768.19","13976.42","","","","","",""
"Standard 2","STD","8/9/2018 5:03:22 PM","H 486.133","H","","","","ppm","172681.73","-","-","2729.38","1.58","-","-","-","-","6","","","","","","","175581.86","169142.10","173134.91","170359.73","175880.74","171991.05","","","","","",""
"Standard 2","STD","8/9/2018 5:03:22 PM","N 174.213","N","","","","ppm","64816.56","-","-","235.30","0.36","-","-","-","-","6","","","","","","","64956.42","64549.03","64523.32","65102.45","64817.46","64950.66","","","","","",""
"Standard 2","STD","8/9/2018 5:03:22 PM","N 174.465","N","","","","ppm","19702.81","-","-","97.38","0.49","-","-","-","-","6","","","","","","","19575.72","19804.86","19787.13","19619.82","19657.38","19771.99","","","","","",""
"Standard 2","STD","8/9/2018 5:03:22 PM","O 436.824","O","","","","ppm","39098.18","-","-","153.99","0.39","-","-","-","-","6","","","","","","","39352.11","39061.86","39018.28","39202.13","39033.82","38920.90","","","","","",""
"Standard 2","STD","8/9/2018 5:03:22 PM","O 615.820","O","","","","ppm","217685.86","-","-","745.74","0.34","-","-","-","-","6","","","","","","","218990.13","217491.31","217465.49","217971.26","217431.41","216765.57","","","","","",""
"Standard 2","STD","8/9/2018 5:03:22 PM","Pb 220.353","Pb","","0.05","0.05","ppm","194.26","-","-","7.16","3.68","-","-","-","-","6","0.05","0.05","0.05","0.05","0.05","0.05","202.21","194.22","187.83","183.74","198.95","198.63","","","","","",""
"Standard 2","STD","8/9/2018 5:03:22 PM","Ta 337.649","Ta","","","","ppm","20.02","-","-","9.30","46.47","-","-","-","-","6","","","","","","","31.32","13.61","17.48","29.72","7.26","20.72","","","","","",""
"Standard 2","STD","8/9/2018 5:03:22 PM","Tb 308.958","Tb","","","","ppm","18052.79","-","-","31.81","0.18","-","-","-","-","6","","","","","","","18095.48","18050.83","18025.95","18034.11","18087.97","18022.37","","","","","",""
"Standard 2","STD","8/9/2018 5:03:22 PM","Y 360.074","Y","","","","ppm","40219.89","-","-","122.02","0.30","-","-","-","-","6","","","","","","","40431.00","40163.66","40093.32","40283.51","40208.68","40139.14","","","","","",""
"Standard 2","STD","8/9/2018 5:03:22 PM","Y 371.029","Y","","","","ppm","40315.33","-","-","166.21","0.41","-","-","-","-","6","","","","","","","40638.70","40196.00","40199.22","40332.60","40261.80","40263.66","","","","","",""
"Standard 2","STD","8/9/2018 5:03:22 PM","Y 377.433","Y","","","","ppm","89258.43","-","-","309.26","0.35","-","-","-","-","6","","","","","","","89530.93","89415.31","88675.65","89418.04","89171.04","89339.62","","","","","",""
"Standard 3","STD","8/9/2018 5:05:03 PM","Ar 420.067","Ar","","","","ppm","2265698.32","-","-","23715.82","1.05","-","-","-","-","6","","","","","","","2251398.26","2230456.46","2295478.52","2281207.99","2278531.08","2257117.59","","","","","",""
"Standard 3","STD","8/9/2018 5:05:03 PM","Ar 543.999","Ar","","","","ppm","51583.66","-","-","111.16","0.22","-","-","-","-","6","","","","","","","51452.96","51606.82","51465.68","51752.83","51607.10","51616.54","","","","","",""
"Standard 3","STD","8/9/2018 5:05:03 PM","Ar 641.631","Ar","","","","ppm","1124892.06","-","-","9926.74","0.88","-","-","-","-","6","","","","","","","1113517.31","1128006.98","1111235.11","1133559.97","1130067.07","1132965.92","","","","","",""
"Standard 3","STD","8/9/2018 5:05:03 PM","Ar 703.025","Ar","","","","ppm","2369742.10","-","-","22051.59","0.93","-","-","-","-","6","","","","","","","2366956.12","2390949.54","2330129.95","2372392.11","2368386.48","2389638.39","","","","","",""
"Standard 3","STD","8/9/2018 5:05:03 PM","Ar 737.212","Ar","","","","ppm","3531913.40","-","-","29873.17","0.85","-","-","-","-","6","","","","","","","3561960.32","3548978.53","3481282.84","3515444.56","3552713.82","3531100.33","","","","","",""
"Standard 3","STD","8/9/2018 5:05:03 PM","C 175.122","C","","","","ppm","128.95","-","-","5.60","4.34","-","-","-","-","6","","","","","","","133.48","127.25","121.26","125.67","129.12","136.90","","","","","",""
"Standard 3","STD","8/9/2018 5:05:03 PM","C 193.027","C","","","","ppm","26429.97","-","-","106.38","0.40","-","-","-","-","6","","","","","","","26598.31","26501.19","26409.98","26393.30","26290.05","26387.00","","","","","",""
"Standard 3","STD","8/9/2018 5:05:03 PM","C 247.856","C","","","","ppm","1852.34","-","-","8.80","0.48","-","-","-","-","6","","","","","","","1866.77","1849.36","1846.08","1841.65","1854.25","1855.93","","","","","",""
"Standard 3","STD","8/9/2018 5:05:03 PM","Cd 214.439","Cd","","0.10","0.10","ppm","4745.61","-","-","12.48","0.26","-","-","-","-","6","0.10","0.10","0.10","0.10","0.10","0.10","4744.17","4740.19","4741.53","4729.27","4766.03","4752.48","","","","","",""
"Standard 3","STD","8/9/2018 5:05:03 PM","Co 238.892","Co","","0.10","0.10","ppm","1939.92","-","-","4.55","0.23","-","-","-","-","6","0.10","0.10","0.10","0.10","0.10","0.10","1936.66","1939.51","1936.44","1945.26","1935.79","1945.84","","","","","",""
"Standard 3","STD","8/9/2018 5:05:03 PM","Cr 267.716","Cr","","0.10","0.10","ppm","3640.89","-","-","11.06","0.30","-","-","-","-","6","0.10","0.10","0.10","0.10","0.10","0.10","3647.43","3630.63","3631.16","3658.38","3633.64","3644.09","","","","","",""
"Standard 3","STD","8/9/2018 5:05:03 PM","H 434.047","H","","","","ppm","13101.79","-","-","380.22","2.90","-","-","-","-","6","","","","","","","13120.28","13742.26","12786.63","13327.23","12824.99","12809.34","","","","","",""
"Standard 3","STD","8/9/2018 5:05:03 PM","H 486.133","H","","","","ppm","180460.09","-","-","1819.84","1.01","-","-","-","-","6","","","","","","","182190.30","182592.02","180916.20","177951.62","180219.36","178891.07","","","","","",""
"Standard 3","STD","8/9/2018 5:05:03 PM","N 174.213","N","","","","ppm","65327.65","-","-","345.97","0.53","-","-","-","-","6","","","","","","","64844.87","65146.97","65125.62","65776.53","65578.80","65493.13","","","","","",""
"Standard 3","STD","8/9/2018 5:05:03 PM","N 174.465","N","","","","ppm","19805.45","-","-","71.20","0.36","-","-","-","-","6","","","","","","","19673.49","19824.30","19837.65","19842.59","19781.52","19873.16","","","","","",""
"Standard 3","STD","8/9/2018 5:05:03 PM","O 436.824","O","","","","ppm","39072.67","-","-","123.13","0.32","-","-","-","-","6","","","","","","","39299.91","39024.06","39037.70","39109.07","39021.67","38943.64","","","","","",""
"Standard 3","STD","8/9/2018 5:05:03 PM","O 615.820","O","","","","ppm","216965.60","-","-","1026.62","0.47","-","-","-","-","6","","","","","","","218723.09","215987.45","216712.56","217570.82","216677.00","216122.66","","","","","",""
"Standard 3","STD","8/9/2018 5:05:03 PM","Pb 220.353","Pb","","0.10","0.10","ppm","380.19","-","-","6.49","1.71","-","-","-","-","6","0.10","0.10","0.10","0.10","0.10","0.10","374.93","379.78","392.07","375.75","376.13","382.49","","","","","",""
"Standard 3","STD","8/9/2018 5:05:03 PM","Ta 337.649","Ta","","","","ppm","28.01","-","-","8.70","31.06","-","-","-","-","6","","","","","","","25.48","20.70","35.95","23.79","41.53","20.60","","","","","",""
"Standard 3","STD","8/9/2018 5:05:03 PM","Tb 308.958","Tb","","","","ppm","18050.56","-","-","67.94","0.38","-","-","-","-","6","","","","","","","18174.30","18023.33","18022.58","18025.16","18077.33","17980.68","","","","","",""
"Standard 3","STD","8/9/2018 5:05:03 PM","Y 360.074","Y","","","","ppm","39960.99","-","-","77.99","0.20","-","-","-","-","6","","","","","","","40072.26","39862.08","39978.96","39966.15","39882.95","40003.51","","","","","",""
"Standard 3","STD","8/9/2018 5:05:03 PM","Y 371.029","Y","","","","ppm","40081.82","-","-","82.72","0.21","-","-","-","-","6","","","","","","","40169.78","40046.12","40056.76","40166.87","39951.41","40099.99","","","","","",""
"Standard 3","STD","8/9/2018 5:05:03 PM","Y 377.433","Y","","","","ppm","88471.62","-","-","235.78","0.27","-","-","-","-","6","","","","","","","88559.15","88145.51","88334.03","88848.56","88432.83","88509.67","","","","","",""
"Standard 4","STD","8/9/2018 5:06:43 PM","Ar 420.067","Ar","","","","ppm","2249247.75","-","-","15811.33","0.70","-","-","-","-","6","","","","","","","2221310.08","2245169.25","2248366.10","2261710.49","2252833.89","2266096.66","","","","","",""
"Standard 4","STD","8/9/2018 5:06:43 PM","Ar 543.999","Ar","","","","ppm","51638.35","-","-","181.29","0.35","-","-","-","-","6","","","","","","","51809.07","51520.90","51387.12","51535.41","51754.11","51823.48","","","","","",""
"Standard 4","STD","8/9/2018 5:06:43 PM","Ar 641.631","Ar","","","","ppm","1124193.53","-","-","10468.69","0.93","-","-","-","-","6","","","","","","","1127192.72","1120863.49","1111572.60","1137439.40","1114220.55","1133872.44","","","","","",""
"Standard 4","STD","8/9/2018 5:06:43 PM","Ar 703.025","Ar","","","","ppm","2354587.53","-","-","9102.32","0.39","-","-","-","-","6","","","","","","","2338949.92","2351060.07","2364852.19","2355209.15","2355788.92","2361664.95","","","","","",""
"Standard 4","STD","8/9/2018 5:06:43 PM","Ar 737.212","Ar","","","","ppm","3514587.04","-","-","15796.62","0.45","-","-","-","-","6","","","","","","","3525211.14","3530105.59","3512080.21","3507548.67","3487574.57","3525002.05","","","","","",""
"Standard 4","STD","8/9/2018 5:06:43 PM","C 175.122","C","","","","ppm","133.48","-","-","4.50","3.37","-","-","-","-","6","","","","","","","136.88","139.98","128.63","135.01","130.15","130.21","","","","","",""
"Standard 4","STD","8/9/2018 5:06:43 PM","C 193.027","C","","","","ppm","26667.67","-","-","140.69","0.53","-","-","-","-","6","","","","","","","26888.78","26690.84","26670.95","26595.16","26459.82","26700.48","","","","","",""
"Standard 4","STD","8/9/2018 5:06:43 PM","C 247.856","C","","","","ppm","1862.99","-","-","4.31","0.23","-","-","-","-","6","","","","","","","1857.59","1860.12","1861.03","1864.30","1869.67","1865.27","","","","","",""
"Standard 4","STD","8/9/2018 5:06:43 PM","Cd 214.439","Cd","","0.20","0.20","ppm","9818.59","-","-","55.09","0.56","-","-","-","-","6","0.20","0.20","0.20","0.20","0.20","0.20","9756.98","9746.40","9824.64","9881.42","9844.92","9857.20","","","","","",""
"Standard 4","STD","8/9/2018 5:06:43 PM","Co 238.892","Co","","0.20","0.20","ppm","4026.95","-","-","25.12","0.62","-","-","-","-","6","0.20","0.20","0.20","0.20","0.20","0.20","4008.23","3988.00","4034.82","4032.12","4039.12","4059.38","","","","","",""
"Standard 4","STD","8/9/2018 5:06:43 PM","Cr 267.716","Cr","","0.20","0.20","ppm","7534.27","-","-","21.77","0.29","-","-","-","-","6","0.20","0.20","0.20","0.20","0.20","0.20","7507.33","7531.48","7515.24","7564.68","7533.95","7552.95","","","","","",""
"Standard 4","STD","8/9/2018 5:06:43 PM","H 434.047","H","","","","ppm","12989.19","-","-","210.82","1.62","-","-","-","-","6","","","","","","","12982.79","12836.00","13073.45","13302.93","13049.95","12690.05","","","","","",""
"Standard 4","STD","8/9/2018 5:06:43 PM","H 486.133","H","","","","ppm","172780.61","-","-","1853.44","1.07","-","-","-","-","6","","","","","","","173809.84","175032.32","171079.56","172230.67","174178.77","170352.47","","","","","",""
"Standard 4","STD","8/9/2018 5:06:43 PM","N 174.213","N","","","","ppm","65245.05","-","-","611.81","0.94","-","-","-","-","6","","","","","","","65041.49","64742.68","64667.69","65458.67","65220.13","66339.65","","","","","",""
"Standard 4","STD","8/9/2018 5:06:43 PM","N 174.465","N","","","","ppm","19834.15","-","-","176.67","0.89","-","-","-","-","6","","","","","","","19693.04","19775.77","19798.89","19707.52","19856.48","20173.21","","","","","",""
"Standard 4","STD","8/9/2018 5:06:43 PM","O 436.824","O","","","","ppm","39066.72","-","-","130.37","0.33","-","-","-","-","6","","","","","","","39156.88","39237.77","39144.92","38975.02","38908.30","38977.44","","","","","",""
"Standard 4","STD","8/9/2018 5:06:43 PM","O 615.820","O","","","","ppm","232426.59","-","-","811.48","0.35","-","-","-","-","6","","","","","","","232062.37","233266.55","232159.69","233028.81","232940.71","231101.42","","","","","",""
"Standard 4","STD","8/9/2018 5:06:43 PM","Pb 220.353","Pb","","0.20","0.20","ppm","795.68","-","-","10.02","1.26","-","-","-","-","6","0.20","0.20","0.20","0.20","0.20","0.20","790.54","803.53","777.88","803.35","801.78","797.00","","","","","",""
"Standard 4","STD","8/9/2018 5:06:43 PM","Ta 337.649","Ta","","","","ppm","28.88","-","-","10.90","37.73","-","-","-","-","6","","","","","","","25.54","17.99","20.36","31.49","29.41","48.48","","","","","",""
"Standard 4","STD","8/9/2018 5:06:43 PM","Tb 308.958","Tb","","","","ppm","18109.61","-","-","69.44","0.38","-","-","-","-","6","","","","","","","18155.17","18170.34","18158.24","18082.18","18105.45","17986.29","","","","","",""
